question,answer,category
I walk the dog (assume it is a male dog).,Je marche le chein.; Objects of the verb (direct and indirect) come after the verb if they are spelled out/specific (not represented by pronouns).; In this case the dog is a direct object of the verb.,pronouns
I walk it (the male dog). / I walk it (the female dog).,Je le marche./ Je la marche.; A male dog is 'un chien'. A female dog is 'une chienne'.; In this case the dogs are direct objects of the verb. So we use the le/la pronouns.; All object pronouns of the verb (direct and indirect) that are represented by pronouns (not spelled out/specific) are placed before the verb in French!,pronouns
I help him. / I help her.,Je l'aide. Je l'aide.; In this case the person (him/her) is the direct object of the verb. So we use le/la (for direct objects) instead of lui (for indirect objects).; But we have to cut the pronoun to l' (le + aide) to avoid two vowels together.,pronouns
I take you (informal). / I take you (formal).,Je te prends. / Je vous prends.; you is a direct object of the verb in this case so use 'te' and 'vous' pronouns and place them before the verb.,pronouns
I take us.,Je nous prends.; us is a direct object of the verb in this case so use 'nous' pronoun and place it before the verb.,pronouns
I take them (all masculine). /  I take them (all feminine).,Je les prends. (same for both); them is a direct object of the verb in this case so use 'les' pronoun to represent the plural things - just like using le/la to represent singular things.,pronouns
They give the cat to me. They give it to me.,Ils/Elles me donnent le chat. Ils/Elles me le donnent ('dun').; NB: 'to X' means that we use the regular indirect object pronouns to represent both words ('to me' becomes 'me'). All pronouns come before the verb. If both direct and indirect objects are represented as pronouns then the indirect object pronoun comes before the direct object pronoun UNLESS both are in the 3rd person - then the direct object pronoun comes before the indirect object pronoun.,pronouns
They give the cat to you (informal). They give it to you (informal).,Ils/Elles te donnent le chat. Ils/Elles te le donnent.; NB: 'to X' means that we use the regular indirect object pronouns to represent both words ('to you' becomes 'te'). All pronouns come before the verb. If both direct and indirect objects are represented as pronouns then the indirect object pronoun comes before the direct object pronoun UNLESS both are in the 3rd person - then the direct object pronoun comes before the indirect object pronoun.,pronouns
They give the cat to him / her. They give it to him / her.,Ils/Elles lui donnent le chat. Ils/Elles le lui donnent.; NB: 'to X' means that we use the regular indirect object pronouns to represent both words ('to him' AND 'to her' becomes 'lui'). All pronouns come before the verb. If both direct and indirect objects are represented as pronouns then the indirect object pronoun comes before the direct object pronoun UNLESS both are in the 3rd person - then the direct object pronoun comes before the indirect object pronoun.,pronouns
They give the cat to us. They give it to us.,Ils/Elles nous donnent le chat. Ils/Elles nous le donnent.; NB: 'to X' means that we use the regular indirect object pronouns to represent both words ('to us'becomes 'nous'). All pronouns come before the verb. If both direct and indirect objects are represented as pronouns then the indirect object pronoun comes before the direct object pronoun UNLESS both are in the 3rd person - then the direct object pronoun comes before the indirect object pronoun.,pronouns
They give the cat to you (formal). They give it to you (formal).,Ils/Elles vous donnent le chat. Ils/Elles vous le donnent.; NB: 'to X' means that we use the regular indirect object pronouns to represent both words ('to you' becomes 'vous'). All pronouns come before the verb. If both direct and indirect objects are represented as pronouns then the indirect object pronoun comes before the direct object pronoun UNLESS both are in the 3rd person - then the direct object pronoun comes before the indirect object pronoun.,pronouns
They give the cat to them. They give it to them.,Ils/Elles leur donnent le chat. Ils/Elles le leur donnent.; NB: 'to X' means that we use the regular indirect object pronouns to represent both words ('to them' regardless of masculine/feminine becomes 'leur'). All pronouns come before the verb. If both direct and indirect objects are represented as pronouns then the indirect object pronoun comes before the direct object pronoun UNLESS both are in the 3rd person - then the direct object pronoun comes before the indirect object pronoun.,pronouns
We work for me.,Nous travaillions pour moi.; NB: 'for X' means that we use the stressed/disjunctive pronoun and a separate preposition (pour in this case).,pronouns
We work for you (informal).,Nous travaillions pour toi.; NB: 'for X' means that we use the stressed/disjunctive pronoun and a separate preposition (pour in this case).,pronouns
We work for him / her.,Nous travaillions pour lui / pour elle.; NB: 'for X' means that we use the stressed/disjunctive pronoun and a separate preposition (pour in this case) - which means that we disambiguate between gender in the 3rd person.,pronouns
We work for us.,Nous travaillions pour nous.; NB: 'for X' means that we use the stressed/disjunctive pronoun and a separate preposition (pour in this case).,pronouns
We work for you guys (or you formal).,Nous travaillions pour vous.; NB: 'for X' means that we use the stressed/disjunctive pronoun and a separate preposition (pour in this case).,pronouns
We work for them (masculine / feminine).,Nous travaillions pour eux ('oo') / pour elles.; NB: 'for X' means that we use the stressed/disjunctive pronoun and a separate preposition (pour in this case) - which means that we disambiguate between gender in the 3rd person.,pronouns
with me,avec moi; NB: 'with X' means that we use the stressed/disjunctive pronoun and a separate preposition (avec in this case).,pronouns
with you (informal),avec toi; NB: 'with X' means that we use the stressed/disjunctive pronoun and a separate preposition (avec in this case).,pronouns
with him / with her,avec lui / avec elle; NB: 'with X' means that we use the stressed/disjunctive pronoun and a separate preposition (avec in this case) - which means that we disambiguate between gender in the 3rd person.,pronouns
with us (using on) / with us (using nous),avec nous; NB: 'with X' means that we use the stressed/disjunctive pronoun and a separate preposition (avec in this case).,pronouns
with you (formal),avec vous; NB: 'with X' means that we use the stressed/disjunctive pronoun and a separate preposition (avec in this case).,pronouns
with them (masculine / feminine),avec eux ('oo') / avec elles; NB: 'with X' means that we use the stressed/disjunctive pronoun and a separate preposition (avec in this case) - which means that we disambiguate between gender in the 3rd person.,pronouns
What is an independent possessive pronoun?,An independent possessive pronoun is a shortcut for showing ownership where the pronoun stands on its own instead of being an adjective to the noun that is possessed. For example: This is my cat. 'my' is a possessive pronoun. 'cat' is the noun being possessed (by me). BUT... This cat is mine. 'mine' is the independent possessive pronoun - you could eliminate the cat entirely: It is mine.,pronouns
What are the independent possessive pronouns in french?,à moi + à toi + à lui + à elle + à nous + à vous + à eux + à elles; These are equivalent to mine/yours/his/hers/ours/you guys'/theirs(m)/theirs(f) in english.; But in french we use à + stressed/disjunctive pronoun to express the shortcut in ownership. A rough translation in English would be 'of me/you/her/them'.,pronouns
It is my pen. / The pen is mine.,C'est mon stylo. / Le stylo est à moi.; NB: The latter uses an independent possessive pronoun (mine) so we need à plus the stressed/disjuntive pronoun (à moi).,pronouns
It is your (informal) pencil. / The pencil is yours.,C'est ton crayon. / Le crayon est à toi.; NB: The latter uses an independent possessive pronoun (yours) so we need à plus the stressed/disjuntive pronoun (à toi).,pronouns
It (masculine) is his / hers.,Il est à lui / à elle.; NB: This uses an independent possessive pronoun (his/hers) so we need à plus the stressed/disjuntive pronoun (à lui / à elle) - gender matters with stressed/disjunctive pronouns.,pronouns
It (feminine) is ours.,Elle est à nous.; NB: This uses an independent possessive pronoun (ours) so we need à plus the stressed/disjuntive pronoun (à nous).,pronouns
It (masculine) is yours (formal).,Il est à vous.; This uses an independent possessive pronoun (your) so we need à plus the stressed/disjuntive pronoun (à vous).,pronouns
It is their cat. / It is theirs (all masculine),C'est leur chat. (only the gender/number of the cat matters because 'their' is a possessive adjective in this case...describing the cat) / C'est à eux. (now the gender/number of the people that make up 'them' matters because we are using a stressed/disjunctive pronoun),pronouns
It is their cat. / It is theirs (all feminine),C'est leur chat. (only the gender/number of the cat matters because 'their' is a possessive adjective in this case...describing the cat) / C'est à elles. (now the gender/number of the people that make up 'them' matters because we are using a stressed/disjunctive pronoun),pronouns
Which book is yours?,Quel livre est à toi?,pronouns
Michael and I are playing tennis.,Michel et moi jouons au tennis.; When there are two or more subjects in french then use indirect pronouns (e.g. me/you/him/her/us/you/them = moi/toi/lui/nous/vous/leur) instead of direct pronouns (e.g. I/you/he/she/we/you/they).; NB: I'm not certain whether to use indirect object pronouns or stressed/disjunctive pronouns in this case.,pronouns
Who is going to the beach? He is.,Qui va à la plage? Lui.; When answering a question in french then use indirect pronouns (e.g. me/you/him/her/us/you/them = moi/toi/lui/nous/vous/leur) instead of direct pronouns (e.g. I/you/he/she/we/you/they).; NB: I'm not certain whether to use indirect object pronouns or stressed/disjunctive pronouns in this case.,pronouns
They (masculine) want to come too.,Eux aussi veulent venir.; When using emphatic phrases (words like aussi + non plus + seul) then use indirect pronouns (e.g. me/you/him/her/us/you/them = moi/toi/lui/nous/vous/leur) instead of direct pronouns (e.g. I/you/he/she/we/you/they).; NB: I'm not certain whether to use indirect object pronouns or stressed/disjunctive pronouns in this case.,pronouns
neither you nor I,Ni toi ni moi; When negating in french use indirect pronouns (e.g. me/you/him/her/us/you/them = moi/toi/lui/nous/vous/leur) instead of direct pronouns (e.g. I/you/he/she/we/you/they).; NB: I'm not certain whether to use indirect object pronouns or stressed/disjunctive pronouns in this case.,pronouns
She is taller than you (are).,Elle est plus grande que toi.; The S in plus is not pronounced in this case because it precedes a word that starts with a consonant.; When making a comparison in french (e.g. following 'que') use indirect pronouns (e.g. me/you/him/her/us/you/them = moi/toi/lui/nous/vous/leur) instead of direct pronouns (e.g. I/you/he/she/we/you/they).; NB: I'm not certain whether to use indirect object pronouns or stressed/disjunctive pronouns in this case.,pronouns
What do you choose?,Qu'est-ce que vous choisissez?; remember single S is pronounced 'z' but double S is pronounced 'z',pronouns
Everyone is going home.,On va chez soi.; Soi is used for unspecified persons. It is equivalent to 'one' or 'oneself' in English. But in English we typically use 'everyone' instead.,pronouns
Everyone has to do it himself/herself.,Tout le monde doit le faire soi-méme.,pronouns
He is going to do it himself.,Il va le faire lui-méme.,pronouns
What are the possessive adjectives for first person singular (e.g. my cat),mon/ma/mes ...depending on the gender and number of the word that follows,pronouns
What are the possessive adjectives for second person singular (e.g. your - informal - cat),ton/ta/tes ...depending on the gender and number of the word that follows,pronouns
What are the possessive adjectives for third person singular (e.g. her cat),son/sa/ses ...depending on the gender and number of the word that follows ...the gender of the person that 'his' refers to doesn't matter,pronouns
What are the possessive adjectives for first person plural (e.g. our cat),notre/notre/nos ...only depends on the number of the word that follows (singular vs plural),pronouns
What are the possessive adjectives for second person formal (e.g. your - formal - cat),votre/votre/vos ('voh')...only depends on the number of the word that follows (singular vs plural),pronouns
What are the possessive adjectives for third person plural (e.g. their cat),leur/leur/leurs ...only depends on the number of the word that follows (singular vs plural),pronouns
What is the difference in pronunciation between 'their child' and 'their children'?,leur enfant ('lure-uhn-fan') vs leurs enfants ('lure-zuhn-fan') - the S in leurs in silent BUT it forces us to use a liazon Z-sound and that is the only way one can hear the difference between the two phrases,pronouns
When do the standard rules for possessive adjectives not apply? ...what are the exceptions?,When the object starts with a vowel or a silent 'h' ...french avoids a double vowel so you have to use the masculine possessive adjective even if the object is feminine; e.g. his year of birth -> son année de naissance ...use 'son' even though annèe is feminine because sa annèe would be a double vowel sound,pronouns
clothes / clothing,les vêtements ('vet-mon'),vocabulary
a clothing size,une taille vêtements ('tie-vet-mon'),vocabulary
Do you have size 36?,Vous avez du 36?; always use DU before a size,vocabulary
the fashion,la mode,vocabulary
my coat,mon manteau ...un manteau is masculine so use 'mon'; this is for a garment that is more substantial than a jacket,vocabulary
my dress,ma robe ...une robe is feminine so use 'ma',vocabulary
my shoes (not sneakers),mes chaussures ...des chaussures (f) is plural so use 'mes',vocabulary
your (informal) sweater,ton chandail ...un chandail is masculine so use 'ton',vocabulary
your (informal) skirt,ta jupe ...une jupe is feminine so use 'ta',vocabulary
your (informal) boots (up to the knee),tes bottes ...des bottes (f) is plural so use 'tes',vocabulary
her shirt,sa chemise ...une chemise is feminine so use 'sa' ...regardless of whether or not the person is male/female,vocabulary
her t-shirt,son t-shirt ...un t-shirt is masculine so use 'son' ...regardless of whether or not the person is male/female,vocabulary
her sandals,ses sandales ...des sandales (f) is plural so use 'ses',vocabulary
his tie,sa cravate ...une cravate is feminine so use 'sa',vocabulary
his suit,son costume ...un constume is masculine so use 'son',vocabulary
his sneakers,ses tennis ...des tennis (m) is plural so use 'ses',vocabulary
our pants,notre pantalon ...un pantalon is singular masculine in french,vocabulary
our boot, notre botte ...une botte is feminine,vocubulary
our socks,nos chaussettes ...des chaussettes (f) is plural so use 'nos',vocabulary socks
your (formal) shorts,votre short ...un short is singular masculine in french,vocabulary
your (formal) scarf,votre ècharpe ...une écharpe is feminine but the adjective is same for masc/fem,vocabulary
your (formal) shoes (not sneakers),vos chaussures ...des chaussures (f) is plural so use 'vos',vocabulary
their (they are all masculine) jeans,leur jean ...un jean is singular masculine (not plural) ...but adjective is same for masc/fem: 'leur',vocabulary
their (they are all masculine) miniskirt,leur minijupe ...une minijupe is feminine but adjective is same for masc/fem: 'leur',vocabulary
their (they are all masculine) sneakers,leurs tennis ...des tennis (masculine) is plural so use 'leurs',vocabulary
their (they are all feminine) bathing suit,leur maillot (de bain) ...un maillot (de bain) is masculine but adjective is same for masc/fem: 'leur',vocabulary
their (they are all feminine) nightgown,leur chemise de nuit ...une chemise de nuit is feminine but adjective is same for masc/fem: 'leur',vocabulary
their (they are all feminine) high-heeled shoes,leurs chaussures à talons ...des chaussures (f) à talons is plural so use 'leurs',vocabulary
a jacket,un blouson,vocabulary
pajamas,un pyjama ...singular in french,vocabulary
a raincoat,un imperméable,vocabulary
shorts,un short ...singular in french,vocabulary
a ski jacket,un anorak,vocabulary
a sweater,un pull; without buttons - it pulls over the head,vocabulary
a cardigan / button-up sweater,un gilet,vocabulary
a shirt,une chemise,vocabulary
a blouse,un chemisier,vocabulary
a suit,un costume (for a man); une combinaison OR un ensemble (for a woman),vocabulary
a tuxedo,un smoking,vocabulary
the sneakers,les baskets,vocabulary
the shoe laces,les lace ('la-say'),vocabulary
a bootie (boot at ankle),une bottine,vocabulary
a bikini,un bikini,vocabulary
a swimsuit,un maillot de bain,vocabulary
underwear,un caleçon ...singular in french,vocabulary
a bra,un soutien-gorge,vocabulary
panties,un slip,vocabulary
pantyhose / tights,un collant ...singular in french,vocabulary
stockings,des bas ...plural in french too but 'bas' is masculine if forced to use in the singular form,vocabulary
boxer shorts,un boxer-short ...singular in french,vocabulary
an undershirt,un maillot de corps,vocabulary
a purse,un sac à main; 'un sac' is any type of bag,vocabulary
eyeglasses,des lunettes ('loo-net'),vocbaulary
sunglasses,des lunettes a soleil,vocabulary
jewelry,des bijoux,vocabulary
a patterned tie,une cravate à motifs,vocabulary
a golden belt,une ceinture dorée,vocabulary
a circle,un rond; same word used for the adjective that means fat,vocabulary
a square,un carré,vocabulary
a rectangle,un rectangle,vocabulary
a triangle,un triangle,vocabulary
You are in good shape.,Tu es en forme.,conversation
book of metro tickets,carnet,vocabulary
getting around,SNCF trains (TGV are very nice) + RATP + metro,conversation
pedestrian street,rue piétonne,vocabulary
It's very convenient.,C'est très practique.,vocabulary
Date of Birth (for forms),date de naissance,vocabulary
birthday,date d'anniversaire,vocabulary
marriage anniversary,anniversaire de mariage,vocabulary
He is married to Sara.,Il est marié avec Sara. ...always use 'avec' with marriage or divorce or any couple status,vocabulary
5 masculine and feminine endings for professions,-ien/-ienee + -teur/-trice + -eur/-euse + -er/-ére + -e/-e,vocabulary
She is an actress.,; Elle est actrice.; NB: use être for profession and we do NOT use an article when describing a profession or status (NOT elle est une actrice.),vocabulary
server (masc + fem),serveur / serveuse (the 's' sounds like a 'z' in the fem version),vocabulary
comedian (masc + fem),comédien / comédienne,vocabulary
a director (masc + fem),un réalisateur / une réalisatrice,vocabulary
a hairdresser (masc + fem),un coiffeur / une coiffeuse ("qwuf.."),vocabulary
a nurse (masc + fem),un infirmier / une infirmière,vocabulary
a journalist (masc + fem),un journaliste / une journaliste,vocabulary
a singer (masc + fem),un chanteur / une chanteuse,vocabulary
a baker (masc + fem),un boulanger / une boulangère,vocabulary
an engineer (masc + fem),un ingénieur / une ingéniere,vocabulary
a professor (masc + fem),un professeur / une professeure,vocabulary
a student (masc + fem),un étudiant / une étudiante (t is not pronounced in masculine version but is pronounced lightly and upward in the feminine version) OR l’élève for male or female student,vocabulary
an architect (masc + fem),un architecte / une architecte,vocabulary
a police officer (masc + fem),un policier / une policière,vocabulary
a tennis player (masc + fem),un jouer / une joueuse de tennis,vocabulary
a dancer (masc + fem),un danseur / une danseuse,vocabulary
an actor (masc + fem),un acteur / une actrice,vocabulary
a doctor (masc + fem),one word is most common for both: médicin (skip the pronunciation of the middle i) ...you can't make the word feminine because then it would be the word for medicine; a less common word to use is: un docteur / une doctoresse,vocabulary
a writer (masc + fem) / the author (masc + fem),un écrivain / une écrivaine / l'auteure / l'autrice,vocabulary
a real estate agent,agent,vocabulary
a landlord/owner,propriétaire,vocabulary
a apartment,un apartement,vocabulary
a house,une maison ...the s sounds like a z here ('may-zon'),vocabulary
a room,une pièce ...apartments are advertised by count of total rooms sans kitchen; so 3 pièce is likely 1 or 2 bedrooms plus a main room and maybe a dining room,vocabulary
downstairs,en bas,vocabulary
on the ground floor,au rez-de-chaussée,vocabulary
on the first floor,au premier étage; written as: au 1eme étage; this means an American second floor; same as UK,vocabulary
a building / some buildings,un immeuble / quelques immeubles,vocabulary
a show / a concert,un spectacle / un concert,vocabulary
a boat,un bateau; -eau and -eaux is pronounced like a really strong 'oh' - like the word chateau; plural for all words that end in -eau is to add an X; So boats is les bateaux.,vocabulary
to find an apartment,pour trouver un apartment,verbs
to rent an apartment,pour louer un apartment,verbs
the heating,le chauffage,vocabulary
the electricity,l'électricité,vocabulary
an elevator,un ascenseur,vocabulary
the roof,le toit ('twa'),vocabulary
the door, la porte, vocabulary
the doorbell,la sonnette de porte,vocabulary
the balcony,le balcon,vocabulary
the blue shutters,des volets bleus,vocabulary
the bathroom (with shower),la salle de bains (sal-duh-bah) ...when it's more than just a toilet,vocabulary
the bathroom (small; toilet only),les toilettes,vocabulary
the bedroom,la chambre (shom),vocabulary
the window,la fenêtre (foo-net),vocabulary
the lamp,la lampe (lom),vocabulary
the desk,le pupitre (poo-peet),vocabulary
the bed,le lit ...un gran lit (a large bed for two people),vocabulary
the pillow,l'oreiller (lor-ee-yay),vocabulary
the rug, le tapis,vocabulary
the stairs,l'escalier (luh-sca-lee)...not plural in French; you only use the plural form when thinking of the stairs as a room e.g. stairwell,vocabulary
the kitchen,la cuisine (same pronunciation as in english) ...cuisine americain means kitchen open to another room (not galley or separate room),vocabulary
the furniture,les muebles,vocabulary
the table,la table,vocabulary
the dining room,la salle à manger,vocabulary
the chair,la chaise ('shez'),vocabulary
the stool,le tabouret,vocabulary
the living room,le salon,vocabulary
the terrace,la terrasse,vocabulary
the shelves,les étagères (le-ze-ta-ger),vocabulary
the sofa,le canapé,vocabulary
the sofabed (fold up), le canapé clic-clac,vocabulary
the cushions,les coussins (ku-son),vocabulary
the entrance,l'entrée,vocabulary
the office,le bureau ...can also mean business desk,vocabulary
the armchair,le fauteuil (foot-oil),vocabulary
the computer / a computer,l'ordinateur / un ordinateur... heads up because there is a vowel at the front of the word you should always try to link the sounds ('uhnnnordin...') ,vocabulary
the luggage,le bagage / des bagages,vocabulary
a suitcase,une valise,vocabulary
a shower,une douche,vocabulary
a bathtub,bains ...this usually means the presence of a bathtub instead of a shower,vocabulary
a bar,un bar,vocabulary
a telephone,un téléphone,vocabulary
a television,une télévision,vocabulary
a wall,un mur,vocabulary
on the wall,sur le mur,vocabulary
the curtain / the curtains,le rideau / les rideaux,vocabulary
a vase,un vase,vocabulary
a basket,un panier,vocabulary
a plant,une plant,vocabulary
a pot (for a plant),un pot,vocabulary
a flower,une fluer,vocabulary
a tree,un arbre / l'arbre,vocabulary
a palm tree,un palmier,vocabulary
a candle,une bougie,vocabulary
a cactus,un cactus,vocabulary
a painting,une peinture (a formal piece of art) OR un tableau (masculine) - these really are two words that you can use for something like Mona Lisa,vocabulary
a sign,un panneau BUT this is not used by itself; e.g. des panneaux de signalisation means signage - for example - in a shop,vocabulary
a poster,une affiche is used for a cheap poster / un cadre is better and used for something more formal but not necessarily a piece of art,vocabulary
a frame,un cadre,vocabulary
some photographs,des photos,vocabulary
a statue,une statue,vocabulary
a mirror,le miroir,vocabulary
a floor mirror,le mirour á pied / grand miroir sur pied,vocabulary
a box,une boîte,vocabulary
an appliance (household),un électroménager,vocabulary
the sink,el évier,vocabulary
a dishwasher,un lave-vaisselle,vocabulary
a washing machine (for clothes),lava-linge / une machine à laver,vocabulary
a refrigerator,un réfrigérateur / un frigidaire,vocabulary
the stove,le poêle ('pwal'); The same word is used for a skillet so you need context to understand the meaning.,vocabulary
the oven,le four,vocabulary
a microwave,un micro-onde,vocabulary
the jar,le pot (same as for a potted plant),vocabulary
a pot (for cooking),une cocotte; this can also mean a casserole dish but in france they look more like dutch ovens (e.g. le crueset) than the long and shallow glass containers in the US,vocabulary
a sauce pan,une casserole,vocabulary
a skillet,une poêle ('pwal'); The same word is used for a stove so you need context to understand the meaning.,vocabulary
a plate / the plates,une assiette / des assiettes,vocabulary
a bowl,un bol,vocabulary
a package / box (of cookies or crackers,un paquet ('pa-kay'),vocabulary
a can (of beer),une canette (de bière),vocabulary
the cup / the cups,la tasse / des tasses ..probably use this for a mug too,vocabulary
the glass,le verre,vocabulary
the wine glass,le verre á vin,vocabulary
the goblet (a glass with a stem),le verre à pied,vocabulary
the goblet (a glass with a stem),le verre à pied,vocabulary
the bottle,la bouteille,vocabulary
the cutlery,les couverts,vocabulary
the fork,la fourchette,vocabulary
the spoon,la cuillére ('quee-yer'),vocabulary
the knife,le couteau,vocabulary
the bread knife,le couteau á pain,vocabulary
the cutting board,la planche á découper,vocabulary
the spatula,la spatule,vocabulary
the wine opener,le tire-bouchon,vocabulary
the ladel,la louche,vocabulary
the measuring cup,le verre doseur,vocabulary
the drawer / drawers,le tiroir / tiroirs,vocabulary
the chandelier,le lustre,vocabulary
the faucet,le robinet,vocabulary
the shower head,les pommeaux de douche,vocabulary
the napkin,la serviette de table,vocabulary
the rag in the kitchin, la serviette,vocabulary
the bath towel,la serviette de bain,vocabulary
the beach towel,la serviette de plage,vocabulary
the sanitary napkin,la serviette hygiénique,vocabulary
the toilet paper,le papier toilette,vocabulary
the trash can,la poubelle,vocabulary
the coffee table,la table basse,vocabulary
the side table,la table d'appoint ('dupwoh'),vocabulary
the closet,la placard (a small room or area with a door; not a separate piece of furniture),vocabulary
the cabinet,l'armoire (same as word for wardrobe),vocabulary
an armoire / the armoire,une armoire / l'armoire ...a separate piece of furniture; not a closet (same word as for cabinet),vocabulary
the hanger,le cintre ('sont'),vocabulary
the clothes rack (for drying clothes),le portant á vêtements,vocabulary
the headboard,la tête de lit,vocabulary
the matress,le matelas,vocabulary
the sheet,le drap / drap plat (flat) drap house (fitted),vocabulary
the comforter,la couette,vocabulary
the pillowcase,le taie d'oreiller,vocabulary
the ottoman,le pouf,vocabulary
the light,la lumière,vocabulary
wooden / of wood, en bois,vocabulary
the cotton / of cotton,le coton / en coton,vocabulary
the wool / of wool,la laine / en laine ('len'),vocabulary
the leather / of leather,le cuir / en cuir,vocabulary
the suede,le daim,vocabulary
the fabric,tissu,vocabulary
I like fluffy things.,J'aime les choses mouelleuses.,vocabulary
The apartment is still for rent?,L'appartement est toujours á louer?,vocabulary
Is it furnished?,Est-ce que ç'est meublé?,vocabulary
How is it furnished?,Comment est-il meublé?,vocabulary
Is the kitchen equipped? / ...separate?,Est-ce que la cuisine est équipée? / Est-ce que la cuisine est séparée?,vocabulary
Is it bright?,Est-ce que ç'est lumineux? ('es-ku-say-lum-ee-noo'),vocabulary
How much is the rent?,Le loyer est de combien?,vocabulary
How much are the utilities?,De combien sont les charges?,vocabulary
Can I visit?,Je peux le visiter?,vocabulary
What are your contact details?,Quelles sont vos coordonnées?; coordonnées is feminine plural so Quelles must agree with it,vocabulary
What is your address?,Quelle est votre/ton addresse?; addresse is feminine singular so Quelle and ta must agree with it - but we cannot say 'ta ad..' because that is two vowels next to eachother so we change the possessive adjective from ta to ton!,vocabulary
my phone number,mon numèro de téléphone,vocabulary
my mailing address,mon adresse postale; adresse is feminine BUT we cannot write/say ma adresse (two vowels) so we change it to mon addresse; remember to link the words together ('mo-na-dres'),vocabulary
an email address,une adresse mail; courriel is a new word for email - it is the combination of courrier (old way to send physical mail) + the word for mail,vocabulary
"gmail.com",gmail point ('pwa') com,vocabulary
for three nights,pour trois nuits,vocabulary
country code (for phone numbers),code pays,vocabulary
square meters,métres carreś,vocabulary
dog allowed,chien admi,vocabulary
free,gratuit,vocabulary
all-included,tout compris,vocabulary
lots of questions,beaucoup de questions (la question - feminine),vocabulary
one other question,une autre question,vocabulary
afternoon tea,le goûter ...happens at 4pm every day with snack,vocabulary
Do you (formal) have a room?,Vous avez une chambre? ("voo-zaveh"...with liason),conversation
It's possible,C'est possible.,conversation
It's different. / differently,C'est différent. / différemment; Add -emment or -ement to change an adjective to an adverb.,conversation
It's unusual.,C'est insolites.,conversation
Its not serious.,C'est moins sérieux / grave.,conversation
You are better / healed.,Tu vas mieux.,conversation
a woman,une femme,vocabulary
a man,un homme,vocabulary
a neighbor,un voisin ('vwa-son') / une voisine ('vwa-seen'); pronounced,vocabulary
a neighborhood,un quartier,vocabulary
the suburbs,la banlieue,vocabulary
a family,une famille ('fam-ee'),vocabulary
a brother,un frère ('frer'),vocabulary
a sister,une souer ('sir'),vocabulary
a sibling,un fratrie,
the twins,des jumeaux (at least one masculine) / des jumelles (both feminine),vocabulary
Valentina has two twin brothers.,Valentina a 2 frères jumeaux.,vocabulary
a father,un père ('pear'),vocabulary
a mother,une mère ('mer'),vocabulary
a parent,un parent,vocabulary
a son,un fils ('fees'),vocabulary
a daughter,une fille ('feey'),vocabulary
a husband,un mari,vocabulary
a wife,une femme,vocabulary
a couple (romantic partners),un couple,vocabulary
a spouse,un époux ('eh-poo') / une épouse ('eh-poos')...depending on the spouse's gender,vocabulary
an uncle,un oncle ('onk'),vocabulary
an aunt,une tante ('tont'),vocabulary
a cousin,un cousin ('koo-zon') / une cousine ('koo-zeen') ...depending on the cousin's gender,vocabulary
a nephew,un neveu ('know-voo'),vocabulary
a niece,une nièce ('nyes'),vocabulary
a grandfather,un grand-père ('gron-pear'),vocabulary
a grandmother,une grand-mère ('gron-mer'),vocabulary
grandson,un petit-fils ('puh-ti-fees') ...the 't' at the end of petit is pronounced if it describes a female noun; it is silent when it describes a male noun,vocabulary
granddaughter,une petite-fille ('puh-teet-fee') ...the 't' at the end of petit is pronounced if it describes a female noun; it is silent when it describes a male noun,vocabulary
the grandchildren, les petit enfents ...liason between petit and enfents b/c t at end of petit is not pronounced,vocabulary
great grandfather,arrière-grand-père ('aria-gron-pear'),vocabulary
great grandmother,arrière-grand-mère ('aria-gron-mer'),vocabulary
Sarah's brother,le frére de Sarah ...always use 'de' regardless of relation,vocabulary
the french motto,la devise de la Republique -> la liberté l'égalité et la fraternité,vocabulary
loyalty,fidélité,vocabulary
the title,la titre,vocabulary
in the country,à la campagne,vocabulary
the lodging/accommodation,la logement,vocabulary
back to school,la rentrée scolaire; but the word for school is une école,vocabulary
Do adjectives come before or after the noun they describe?,adjectives almost always follow the noun that they describe; salutations are an exceptions; Bonne week-end! Bonne nuit.,vocabulary
It is relaxing.,C'est relaxant.,vocabulary
large/tall/grown,grand/grande (m/f),vocabulary
small/ungrown - like a child,petit/petite (m/f); this is also the word you use to describe a short adult human,vocabulary
old,âgé / âgêe (m/f); this is used for late age like 70s and beyond,vocabulary
young,jeune (same for m/f); this is used for youth and middle age,vocabulary
short,court ('cour') / courte ('court') (m/f); this is used for inanimate objects (e.g. a short skirt or a short rope) - it is NOT used to describe humans... use petit(e) for that instead,vocabulary
long,long / longue (m/f); the G is hard here because followed by 'ue',vocabulary
blond,blond (m sing) / blonde (f sing) / blonds (m pl) / blondes (f pl); the general rule for making an adjective plural is to add an S but do not pronounce it,vocabulary
brunette,brun ('bruh') / brune ('broon') (m/f); irregular pronunciation when moving between genders,vocabulary
red (when describing the color of hair - not a person),roux (masculine plural),vocabulary
redheaded,roux/rousse (m/f),vocabulary
I am a redhead.,There are two ways to say this: Je suis rouies ('roos'). OR Je suis une rousse.,vocabulary
curly hair,cheveux bouclés,vocabulary
He is blond. He has blond hair.,same verb usage as in english but remember that the adjectives must agree: Il est blond. Il a les cheveux blonds (cheveux is masculine plural).,vocabulary
She has dark blond hair.,Elle a les cheveux châtains.,vocabulary
He has white hair.,Il a les cheveux blancs.,vocabulary
She has gray hair.,Elle a les cheveux gris ('gree').,vocabulary
